"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"2509","Nelspruit Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;SQL","Elasticsearch;PostgreSQL","Firebase;Netlify","AngularJS;jQuery;Spring Boot","Oil & Gas","ChatGPT","GitHub Copilot;Synk Code","Employed"
"2510","Nelspruit Campus","Data Science","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;PHP;Ruby;Swift","PostgreSQL;SQLite","Digital Ocean;Firebase","Ruby on Rails","Higher Education","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine","Employed"
"2511","Pretoria Campus","Computer Science","I am a developer by profession","Product manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Go;HTML/CSS;JavaScript;PHP;Python;SQL;Swift;TypeScript","MySQL;PostgreSQL;Redis;SQLite","Cloudflare;Fly.io;Hetzner;OVH","Django;FastAPI;Laravel;Next.js;React;Svelte","Oil & Gas","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine","Independent contractor"
"2512","Durban Campus","Computer Science","I am a developer by profession","Engineering manager","Some college/university study without earning a degree","C;HTML/CSS;Java;JavaScript;PHP;PowerShell;Scala;SQL;TypeScript;Visual Basic (.Net)","BigQuery;Elasticsearch;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud","AngularJS;ASP.NET;CodeIgniter;Express;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Play Framework;React;Spring Boot;Vue.js","Financial Services","Bing AI;ChatGPT","GitHub Copilot;Rubber Duck.AI;Tabnine","Employed"
"2513","Durban Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;TypeScript","Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery","Oil & Gas","Bing AI;ChatGPT","GitHub Copilot;Rubber Duck.AI;Tabnine","Employed"
"2514","Cape Town Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Java;Lisp;Python;Rust;SQL","Couchbase","Amazon Web Services (AWS);Google Cloud;Microsoft Azure","Flask;Vue.js","Retail and Consumer Services","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine","Employed"
"2515","Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;TypeScript","Firebase Realtime Database;MongoDB;MySQL;Oracle;PostgreSQL;Solr","Firebase;Vercel","Express;jQuery;Laravel;Node.js;React;Svelte","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT;You.com","GitHub Copilot;Replit Ghostwriter;Whispr AI","Independent contractor"
"2516","Port Elizabeth Campus","Computer Science","I am a developer by profession","System administrator","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Cobol;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL","Elasticsearch;MariaDB;Oracle","Amazon Web Services (AWS);Cloudflare;Oracle Cloud Infrastructure (OCI)","Flask;Ruby on Rails;WordPress","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code","Employed"
"2517","Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;SQL","MariaDB;MySQL;PostgreSQL","Digital Ocean","Drupal;jQuery;WordPress","Wholesale","ChatGPT","GitHub Copilot;Tabnine;Whispr AI","Employed"
"2518","Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","Go;Java;PHP","MySQL;PostgreSQL;Redis;SQLite","Digital Ocean;Heroku","Spring Boot;Symfony;Vue.js","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed"
"2519","Port Elizabeth Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript","Cloud Firestore;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Google Cloud;Heroku","Angular;Express;jQuery;NestJS;Next.js;Node.js;React;Vue.js","Insurance","ChatGPT;Google Bard AI","AWS CodeWhisperer;Whispr AI","Employed"
"2520","Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;Groovy;SQL;TypeScript","Dynamodb;Microsoft SQL Server;MongoDB;PostgreSQL","Amazon Web Services (AWS)","Angular;ASP.NET CORE","Higher Education","ChatGPT","GitHub Copilot;Synk Code","Employed"
"2521","Nelspruit Campus","Data Science","I am a developer by profession","Developer, mobile","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Dart","MongoDB","Cloudflare","NestJS","Insurance","ChatGPT","AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine","Employed"
"2522","Pretoria Campus","Data Science","I am a developer by profession","Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Java;Kotlin;Python;Swift;VBA","MySQL","Google Cloud","React","Legal Services","ChatGPT;Google Bard AI","GitHub Copilot;Tabnine;Whispr AI","Employed"
"2523","Durban Campus","IT","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C++;Dart;JavaScript;Kotlin","PostgreSQL;SQLite","Firebase;Netlify;Vercel","React","Financial Services","Bing AI;ChatGPT","AWS CodeWhisperer;Codeium;Tabnine;Whispr AI","Employed"
"2524","Cape Town Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;HTML/CSS;Kotlin;Python;Rust;SQL","Cosmos DB;InfluxDB;PostgreSQL","Amazon Web Services (AWS);Google Cloud;Microsoft Azure","Django","Advertising Services","ChatGPT;Phind;WolframAlpha","AWS CodeWhisperer;Mintlify","Employed"
"2525","Cape Town Campus","IT","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","C#;HTML/CSS;JavaScript;Objective-C;PowerShell;Python;SQL;Swift;TypeScript","Cloud Firestore;MongoDB;PostgreSQL;Redis","Firebase;Google Cloud;Microsoft Azure","Express;Flask;NestJS;Next.js;Node.js;React","Other","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code","Independent contractor"
"2526","Nelspruit Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;SQL;TypeScript","MariaDB;Microsoft SQL Server;MySQL","Google Cloud;Microsoft Azure;OVH","Angular;jQuery;Node.js;Ruby on Rails;Symfony","Oil & Gas","Bing AI;ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine","Employed"
"2527","Cape Town Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript","Cosmos DB;Microsoft SQL Server;MySQL","Microsoft Azure","Angular;ASP.NET CORE;Next.js;Node.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT;WolframAlpha","Codeium;GitHub Copilot;Tabnine","Employed"
"2528","Cape Town Campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Java;SQL","Microsoft SQL Server;MySQL;Oracle;PostgreSQL","Amazon Web Services (AWS);VMware","Django;Spring Boot","Healthcare","Bing AI;ChatGPT","Mintlify;Tabnine","Employed"
"2529","Durban Campus","Data Science","I am a developer by profession","Project manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;HTML/CSS;Python;Rust;SQL;Swift;TypeScript","Elasticsearch;Microsoft SQL Server;Oracle;PostgreSQL","Google Cloud;Microsoft Azure;VMware","Blazor;Flask;React;Svelte;Vue.js","Retail and Consumer Services","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI","Employed"
"2530","Pretoria Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;Crystal;JavaScript;SQL;Visual Basic (.Net)","Microsoft SQL Server","Amazon Web Services (AWS);Microsoft Azure;VMware","ASP.NET;ASP.NET CORE;jQuery","Wholesale","Bing AI","Adrenaline;GitHub Copilot;Rubber Duck.AI;Tabnine","Employed"
"2531","Cape Town Campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Java;Kotlin;PHP;Python;SQL","H2;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL","Amazon Web Services (AWS);Heroku;Microsoft Azure;OpenShift","Next.js;React;Spring Boot;WordPress","Legal Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Mintlify","Employed"
"2532","Nelspruit Campus","Data Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL;TypeScript;Visual Basic (.Net)","Cockroachdb;Cosmos DB;Dynamodb;Elasticsearch;IBM DB2;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Google Cloud;Heroku;Microsoft Azure","Angular;AngularJS;ASP.NET;Express;jQuery;NestJS;Next.js;Node.js;Nuxt.js;Play Framework;React;Spring Boot;Vue.js;WordPress","Healthcare","Bing AI;ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI","Employed"
"2533","Port Elizabeth Campus","IT","I am a developer by profession","Developer, game or graphics","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","GDScript;JavaScript;Lua;Python;Rust;SQL","PostgreSQL","Amazon Web Services (AWS)","Next.js;React","Healthcare","ChatGPT;WolframAlpha","Adrenaline;AWS CodeWhisperer;GitHub Copilot","Independent contractor"
"2534","Port Elizabeth Campus","Data Science","I am a developer by profession","DevOps specialist","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);C#;PowerShell;Python;Ruby","Elasticsearch;Redis","Amazon Web Services (AWS);Google Cloud;Microsoft Azure;VMware","Blazor;Node.js;Ruby on Rails","Healthcare","ChatGPT","Adrenaline;GitHub Copilot;Tabnine","Employed"
"2535","Port Elizabeth Campus","Data Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP","MongoDB;MySQL","Google Cloud;Heroku","Angular;Express;Node.js;React;WordPress","Manufacturing, Transportation, or Supply Chain","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine","Employed"
"2536","Port Elizabeth Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;JavaScript;SQL;TypeScript","PostgreSQL;Redis","Amazon Web Services (AWS);Digital Ocean;Fly.io;Google Cloud;Heroku;Netlify;Vercel","AngularJS;Deno;Express;Fastify;NestJS;Next.js;React;Svelte","Financial Services","ChatGPT;Google Bard AI;WolframAlpha","Mintlify","Employed"
"2537","Cape Town Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Elixir;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript","Dynamodb;Elasticsearch;MongoDB;MySQL;Neo4J;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Fly.io","Django;FastAPI;Flask;React;Spring Boot","Higher Education","ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI;Tabnine","Employed"
"2538","Cape Town Campus","Data Science","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;HTML/CSS;Java;JavaScript;Kotlin;Lua;MATLAB;Objective-C;Python;Swift","MongoDB;MySQL","Firebase","Express;Flask;jQuery;Node.js;React;Ruby on Rails;Vue.js;WordPress","Advertising Services","ChatGPT;WolframAlpha","Adrenaline;Tabnine","Employed"
"2539","Cape Town Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Project manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Apex;JavaScript;SQL","Oracle","Amazon Web Services (AWS);Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure (OCI)","jQuery;WordPress","Advertising Services","ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI","Independent contractor"
"2540","Port Elizabeth Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Product manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Apex;C#;HTML/CSS;Java;PowerShell;R;SQL","Microsoft Access;Microsoft SQL Server;Oracle","Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure (OCI)","Angular;AngularJS;ASP.NET;Node.js","Higher Education","Bing AI;ChatGPT","Adrenaline;Tabnine","Employed"
"2541","Cape Town Campus","IT","I am a developer by profession","Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;HTML/CSS;JavaScript;SQL","Dynamodb;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis","Amazon Web Services (AWS)","ASP.NET;ASP.NET CORE;Blazor;jQuery;React","Legal Services","ChatGPT","Codeium;GitHub Copilot","Independent contractor"
"2542","Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript","Microsoft SQL Server;RavenDB;Redis","Cloudflare;Microsoft Azure;Netlify","AngularJS;ASP.NET;ASP.NET CORE;jQuery","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT;Google Bard AI","Codeium;GitHub Copilot;Tabnine","Employed"
"2543","Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript","Elasticsearch;MySQL;PostgreSQL;Redis;SQLite","Digital Ocean;Heroku;Linode, now Akamai;Netlify;OVH","Angular;AngularJS;Express;Fastify;jQuery;Laravel;NestJS;Node.js;React;Ruby on Rails;WordPress","Oil & Gas","ChatGPT","Codeium;Replit Ghostwriter","Independent contractor"
"2544","Cape Town Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA;Visual Basic (.Net)","Microsoft SQL Server;MySQL","Microsoft Azure","ASP.NET;ASP.NET CORE","Other","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI","Employed"
"2545","Port Elizabeth Campus","Computer Science","I code primarily as a hobby","Marketing or sales professional","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;JavaScript;Python;SQL;TypeScript","Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Managed Hosting;Microsoft Azure;Vercel","Express;Next.js;Node.js;React;Svelte","Advertising Services","ChatGPT;Phind;WolframAlpha","Adrenaline;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI","Employed"
"2546","Nelspruit Campus","Data Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;PHP","MySQL","Linode, now Akamai;Microsoft Azure","Laravel;Node.js;React;Vue.js","Insurance","ChatGPT","Adrenaline;AWS CodeWhisperer;GitHub Copilot","Employed"
"2547","Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","JavaScript;SQL","PostgreSQL;Redis","Google Cloud","Express;Node.js;React","Advertising Services","ChatGPT","GitHub Copilot;Tabnine","Employed"
"2548","Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;Python;R;Scala;SQL;TypeScript","PostgreSQL","Amazon Web Services (AWS)","Angular;Node.js;React","Oil & Gas","ChatGPT","Adrenaline","Employed"
"2549","Nelspruit Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Dart;F#;GDScript;Haskell;JavaScript;Kotlin;OCaml;Python;Rust;Scala;TypeScript","Elasticsearch;Firebase Realtime Database;MongoDB;PostgreSQL;Redis;SQLite","Firebase;Netlify;Vercel","Elm;Fastify;Next.js;Node.js;React;Svelte","Retail and Consumer Services","ChatGPT;WolframAlpha","AWS CodeWhisperer;GitHub Copilot;Synk Code","Employed"
"2550","Durban Campus","IT","I am a developer by profession","Project manager","Some college/university study without earning a degree","C#;JavaScript;Python;SQL;TypeScript","Microsoft SQL Server;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Digital Ocean","Angular;ASP.NET CORE;Next.js;Node.js;React","Advertising Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI","Employed"
"2551","Durban Campus","Data Science","I am a developer by profession","Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;JavaScript;Python","Dynamodb;PostgreSQL","Amazon Web Services (AWS)","Gatsby;Node.js;React","Advertising Services","ChatGPT","AWS CodeWhisperer","Employed"
"2552","Nelspruit Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;Python;SQL","MySQL","Amazon Web Services (AWS);Heroku","Flask;jQuery;Nuxt.js;Vue.js;WordPress","Legal Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Mintlify","Independent contractor"
"2553","Pretoria Campus","IT","I am a developer by profession","Developer, back-end","Something else","Go;PHP","Dynamodb;Elasticsearch;MariaDB;MySQL;PostgreSQL","Amazon Web Services (AWS)","React","Oil & Gas","ChatGPT","AWS CodeWhisperer;Codeium;Tabnine","Employed"
